location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
airoli,730.26,2,2.5295887662988967,23,16.0,15.9,1,0,8541162
panvel,958.35,2,2.5295887662988967,30,24.0,9.4,0,0,18519314
nerul,500.02,2,3.0,29,39.0,6.0,0,1,10113992
nerul,789.52,2,2.5295887662988967,17,15.0,12.3,0,0,8154436
belapur,1212.62,3,3.0,32,26.0,2.2,0,1,17028146
nerul,398.48,2.4597701149425286,4.0,24,21.0,6.8,0,0,5198873
vashi,238.56,2.4597701149425286,3.0,1,37.0,9.9,1,0,3405204
cbd belapur,961.71,2,1.0,4,7.0,10.6,0,0,17520168
kharghar,1024.28,2,3.0,3,17.0,9.2,1,1,14561231
belapur,604.24,2.4597701149425286,1.0,29,18.0,7.2,0,1,9442314
kharghar,969.41,2,4.0,4,10.0,3.0,1,1,12500385
panvel,1323.1,2,2.0,12,38.0,5.4,0,0,13365312
nerul,594.46,3,1.0,25,31.0,7.0,0,0,9961666
ghansoli,999.14,3,2.5295887662988967,8,23.0,1.9,1,1,20304843
kharghar,656.81,2.4597701149425286,1.0,20,3.0,14.6,0,1,8580878
belapur,742.34,2,2.5295887662988967,31,14.0,21.0,1,0,8201396
panvel,650.48,4,3.0,16.55400254129606,12.0,10.5,1,0,13454840
airoli,1698.43,2.4597701149425286,2.0,14,5.0,2.9,0,0,19324341
vashi,1178.38,4,2.0,16.55400254129606,1.0,3.1,0,0,23542636
airoli,1210.61,4,3.0,23,12.0,1.2,0,0,19536797
kharghar,615.7,2,4.0,5,9.0,21.3,0,0,6342681
nerul,558.11,2,2.5295887662988967,34,6.0,1.1,1,0,4757711
kharghar,1233.24,4,3.0,5,38.0,13.7,0,1,13265353
nerul,1108.96,4,1.0,16.55400254129606,9.0,3.5,0,0,14087240
airoli,1021.65,2,2.0,28,5.0,2.8,0,1,16411688
ulwe,643.68,2,3.0,11,13.0,7.8,1,0,10370490
belapur,1798.86,4,4.0,12,5.0,14.2,0,0,27214214
airoli,1206.22,4,4.0,6,11.0,8.7,1,1,14853591
ulwe,798.86,2,4.0,18,36.0,5.1,0,0,11027943
kharghar,448.96,2,2.5295887662988967,6,7.0,5.0,0,1,5195260
nerul,1737.02,2.4597701149425286,2.5295887662988967,9,18.0,6.2,1,0,19269176
nerul,419.38,2.4597701149425286,3.0,23,25.0,13.6,0,1,4512510
kharghar,980.74,1,2.0,33,19.0,6.7,0,1,17670913
belapur,1257.99,3,1.0,6,39.0,15.6,0,1,24488300
vashi,725.38,3,1.0,14,19.0,4.7,1,0,11018563
panvel,1328.72,2,2.0,20,36.0,8.3,1,1,14210461
kharghar,1170.32,2.4597701149425286,2.0,0,24.0,10.7,0,1,20073861
airoli,829.67,3,4.0,8,25.0,1.8,0,0,11876738
airoli,1167.13,2,2.5295887662988967,32,19.0,16.8,1,0,11889503
cbd belapur,548.5,4,2.0,21,39.0,11.1,0,1,10420091
cbd belapur,1560.47,2,2.0,16.55400254129606,29.0,3.7,1,1,17046971
nerul,1092.17,2,4.0,6,8.0,16.2,0,1,14216194
airoli,1178.41,2,3.0,29,12.0,11.8,1,1,14621186
nerul,604.23,2,3.0,24,34.0,17.5,0,1,7561941
panvel,740.14,1,2.5295887662988967,29,33.0,11.0,0,1,7598718
kharghar,786.76,1,4.0,19,11.0,2.0,0,0,10348306
airoli,3430.9657487994687,2,3.0,20,15.0,6.0,0,0,50284109
vashi,1132.93,1,3.0,28,25.0,20.6,0,0,21612480
belapur,882.41,4,3.0,15,25.0,2.3,0,0,15679936
cbd belapur,983.53,4,3.0,9,1.0,16.5,0,0,12649800
airoli,743.83,2.4597701149425286,3.0,4,39.0,4.4,0,0,7822011
vashi,348.11,2.4597701149425286,4.0,33,27.0,12.6,1,1,3679048
panvel,2780.69,2,1.0,27,30.0,3.2,0,1,31195275
ghansoli,611.47,2,2.5295887662988967,27,6.0,11.3,0,1,10121242
panvel,1555.38,4,4.0,7,36.0,11.8,1,0,33663371
nerul,101.16,2,3.0,34,14.0,7.5,1,1,2206525
ulwe,1239.65,2,2.5295887662988967,10,24.0,20.7,0,1,15321978
vashi,805.74,2,1.0,3,16.0,11.2,1,0,9428058
ghansoli,656.1,1,4.0,27,9.0,6.8,0,1,11231959
cbd belapur,1515.67,1,2.5295887662988967,23,17.0,11.9,0,1,15997919
airoli,839.59,2,2.5295887662988967,27,26.0,9.6,0,0,9488590
kharghar,872.02,2,1.0,6,17.0,5.8,0,0,14348386
airoli,819.39,1,1.0,16.55400254129606,24.0,1.0,1,0,8839091
nerul,511.51,4,4.0,16.55400254129606,36.0,7.6,0,0,6747153
vashi,1373.18,3,2.5295887662988967,16.55400254129606,21.0,8.5,1,0,20319877
kharghar,1037.64,2,2.0,4,38.0,8.5,0,1,9901985
vashi,1235.31,4,1.0,9,26.0,1.8,1,1,20235391
vashi,1044.42,2,2.5295887662988967,26,25.0,5.7,0,1,12603544
kharghar,644.53,2,4.0,11,35.0,7.5,1,0,9142142
airoli,686.38,2.4597701149425286,3.0,16,39.0,4.6,1,0,6857454
panvel,1954.62,2.4597701149425286,2.0,4,5.0,7.8,0,1,22523824
panvel,2083.4,3,2.0,32,2.0,5.7,1,1,25833603
nerul,179.42,3,2.0,12,39.0,12.6,0,0,3101299
kharghar,498.77,2,2.5295887662988967,2,9.0,9.9,0,1,4547261
nerul,1121.27,2,2.0,1,10.0,6.3,1,0,11122091
belapur,1080.17,2.4597701149425286,3.0,12,6.0,2.9,0,1,14998430
kharghar,644.0,3,1.0,32,24.0,20.2,1,1,11734700
airoli,1213.81,2,2.0,31,19.0,18.6,1,1,20884979
ghansoli,1711.77,1,3.0,15,35.0,4.4,1,1,24546940
panvel,578.74,1,2.5295887662988967,16,17.0,8.4,0,0,9015840
ulwe,910.51,4,2.0,10,24.0,13.0,1,0,16383211
kharghar,1681.07,2,4.0,25,35.0,13.5,1,1,18170145
airoli,1488.47,3,4.0,33,36.0,1.5,0,0,20461326
airoli,135.51,4,1.0,5,4.0,8.3,1,1,1291451
cbd belapur,423.82,1,2.0,29,8.0,15.9,0,1,7873901
kharghar,458.39,4,1.0,7,32.0,11.3,0,0,6297912
nerul,1077.56,1,1.0,5,14.0,9.7,0,0,17898476
ghansoli,939.3,2,2.5295887662988967,2,25.0,16.7,1,0,17619381
kharghar,708.04,2,2.5295887662988967,16,2.0,11.0,0,1,13022649
belapur,723.05,2,2.5295887662988967,15,38.0,11.8,0,0,11197502
cbd belapur,575.4,2.4597701149425286,4.0,2,18.0,4.0,1,0,6377049
panvel,993.51,2,1.0,1,17.0,1.2,0,0,15921135
belapur,699.03,1,2.0,0,6.0,15.4,0,0,12776701
airoli,1003.04,1,3.0,12,14.0,18.3,0,0,18092214
nerul,2837.13,2,2.0,18,19.846280312371558,10.8,0,0,43956251
ghansoli,1459.78,2,2.0,0,39.0,7.4,1,0,24686720
vashi,1068.96,1,1.0,34,22.0,7.4,1,0,13497333
vashi,829.39,4,1.0,30,21.0,0.9,1,1,13153295
kharghar,550.62,4,2.0,34,19.846280312371558,17.7,1,0,6001513
belapur,1365.02,2,3.0,31,13.0,4.9,0,0,15652185
airoli,711.24,2,4.0,5,27.0,2.0,1,0,10734957
panvel,967.11,1,1.0,2,27.0,11.0,0,0,13404516
ulwe,394.05,4,1.0,23,19.0,7.3,0,0,5470237
nerul,1182.03,4,2.5295887662988967,25,12.0,8.5,1,1,19459248
panvel,727.0,2,3.0,15,27.0,0.2,1,1,11633168
panvel,1952.11,4,1.0,0,19.0,6.1,1,0,27151087
nerul,418.33,2,2.5295887662988967,4,25.0,7.6,1,0,8738722
kharghar,496.24,4,2.0,3,7.0,15.4,1,0,8122461
panvel,927.81,4,1.0,6,29.0,9.6,0,1,20037781
ghansoli,780.04,1,2.5295887662988967,3,33.0,14.3,1,1,14029231
airoli,1014.95,2.4597701149425286,1.0,20,12.0,0.6,0,1,15263651
belapur,846.14,2,1.0,32,31.0,20.6,1,1,12066978
airoli,449.84,2,1.0,18,31.0,11.6,0,1,5585609
vashi,1093.17,4,3.0,17,7.0,10.4,0,1,21612355
vashi,629.09,3,4.0,18,28.0,7.0,0,0,10090981
belapur,3430.9657487994687,2,3.0,18,20.0,1.7,0,0,50507091.96410894
nerul,274.36,4,4.0,23,28.0,12.3,1,0,3939939
airoli,936.9,1,4.0,5,28.0,4.7,0,0,14548914
kharghar,482.94,4,2.5295887662988967,27,2.0,8.1,0,0,7657954
airoli,1323.73,1,1.0,3,25.0,0.2,0,0,16997233
belapur,1283.44,2.4597701149425286,2.0,8,19.0,4.4,0,1,16808074
ghansoli,1363.02,2,3.0,10,24.0,17.4,1,0,25421186
ulwe,1.9,2,2.5295887662988967,16.55400254129606,4.0,9.5,0,0,-562178
airoli,1307.97,2.4597701149425286,1.0,1,22.0,6.2,0,1,20253814
ghansoli,1714.57,3,2.5295887662988967,32,32.0,0.3,0,0,23092058
airoli,-305.41,3,2.0,28,32.0,7.2,0,1,-4780259
panvel,1034.84,1,3.0,15,28.0,2.0,0,0,12958564
belapur,1197.87,2,1.0,4,35.0,3.8,0,1,11232466
vashi,1419.39,2,2.0,14,15.0,10.0,0,1,24764331
airoli,688.84,2,3.0,16.55400254129606,36.0,0.3,0,1,8693503
belapur,1093.38,2,4.0,11,27.0,3.6,0,1,18535863
panvel,83.73,2,4.0,15,23.0,11.9,0,1,2290711
vashi,983.17,2,2.5295887662988967,8,3.0,16.9,1,0,9835542
airoli,777.67,3,4.0,6,10.0,6.0,0,1,12991675
panvel,1548.05,2.4597701149425286,4.0,16.55400254129606,32.0,9.3,1,1,15547679
ulwe,1424.58,2,2.5295887662988967,0,26.0,3.3,0,0,23569276
panvel,3430.9657487994687,2.4597701149425286,2.5295887662988967,0,26.0,4.7,0,0,50507091.96410894
vashi,697.44,1,3.0,11,8.0,8.3,0,1,7002097
cbd belapur,865.16,2,4.0,5,37.0,11.3,0,0,11520142
ulwe,1309.25,2,2.0,0,37.0,5.8,0,0,19797083
kharghar,699.47,3,4.0,14,11.0,11.0,1,0,7685783
nerul,931.63,2.4597701149425286,1.0,9,35.0,7.9,0,0,11593322
belapur,468.43,4,2.5295887662988967,14,31.0,9.4,1,0,6776487
kharghar,1096.7,3,4.0,25,2.0,5.7,0,1,12656634
kharghar,1415.9,2,2.5295887662988967,13,30.0,3.6,1,1,23177388
vashi,1057.52,4,2.5295887662988967,34,2.0,4.9,0,0,15645716
nerul,292.72,2,2.5295887662988967,14,39.0,3.8,0,0,5137252
panvel,1220.64,4,4.0,4,22.0,4.8,0,0,18005525
airoli,582.15,2.4597701149425286,2.5295887662988967,25,15.0,1.7,0,1,8515817
ulwe,659.89,2,3.0,18,35.0,9.4,1,0,7653096
ghansoli,1052.8,2,2.5295887662988967,31,37.0,0.1,0,1,16966460
airoli,1196.57,2,1.0,0,12.0,10.6,0,1,16099648
airoli,1842.6,2,1.0,16,18.0,0.1,1,1,18372861
nerul,1604.03,3,3.0,10,8.0,15.9,1,1,23164298
vashi,1156.67,1,2.0,2,21.0,3.2,1,0,21744586
cbd belapur,1043.51,2,3.0,5,3.0,1.3,0,0,19654020
cbd belapur,534.15,3,2.0,2,9.0,7.9,0,0,6145343
ulwe,-262.48,3,1.0,30,5.0,11.1,1,1,-4417431
belapur,961.39,2,3.0,10,39.0,8.1,1,0,14207840
vashi,1085.74,2,3.0,21,35.0,5.9,0,1,14318239
panvel,1668.35,2.4597701149425286,2.5295887662988967,5,34.0,4.3,0,0,28166003
airoli,897.71,2,1.0,20,9.0,14.6,0,1,13303891
kharghar,1437.39,2,2.5295887662988967,23,37.0,5.9,1,0,23128404
belapur,277.64,4,3.0,30,1.0,5.0,1,1,6403457
panvel,937.52,2,3.0,28,9.0,8.1,1,1,13856282
cbd belapur,543.39,2,1.0,8,4.0,6.0,0,0,6487465
airoli,398.97,2,1.0,19,21.0,18.2,0,1,4740331
belapur,586.95,1,2.5295887662988967,16.55400254129606,5.0,6.3,1,0,7689898
panvel,139.94,3,4.0,17,27.0,9.1,1,1,2377916
airoli,690.32,2,1.0,2,27.0,10.9,0,1,12770692
airoli,1158.68,3,2.0,30,36.0,8.1,0,0,14495427
nerul,1439.12,3,2.5295887662988967,7,36.0,14.0,0,1,15849667
panvel,3430.9657487994687,4,2.0,26,14.0,12.9,0,0,50507091.96410894
kharghar,2018.09,2.4597701149425286,4.0,8,6.0,8.4,0,0,23067130
airoli,1209.58,3,3.0,13,26.0,17.8,0,0,13813883
belapur,575.36,2,2.0,19,33.0,14.6,1,1,6465599
belapur,1260.49,1,4.0,5,19.846280312371558,5.1,0,0,17262607
nerul,1342.34,2,2.0,13,9.0,3.5,0,0,17719038
ulwe,1151.83,2,2.0,16.55400254129606,21.0,11.8,1,1,15708630
kharghar,878.83,1,4.0,0,30.0,2.5,1,1,14340446
kharghar,908.48,2,4.0,21,15.0,0.9,1,0,16893129
airoli,1224.42,1,3.0,20,27.0,2.4,0,0,17354868
airoli,986.99,4,2.5295887662988967,12,25.0,11.8,0,0,12576831
vashi,1371.76,2,4.0,27,21.0,2.1,1,0,22560518
belapur,140.02,2,3.0,1,18.0,6.4,0,0,1372291
airoli,618.84,3,4.0,16,30.0,6.2,1,0,11482040
kharghar,1191.52,2,3.0,19,25.0,5.6,0,1,15691206
kharghar,975.29,1,2.0,16.55400254129606,12.0,6.3,1,1,13202615
kharghar,387.34,2,3.0,12,11.0,2.5,0,0,5316786
airoli,1229.03,2.4597701149425286,4.0,20,30.0,3.0,0,0,12448036
airoli,1749.7,4,2.5295887662988967,6,34.0,14.8,1,1,20496518
belapur,39.43,1,4.0,8,18.0,6.8,1,0,1262787
panvel,818.56,3,1.0,8,9.0,14.9,1,0,11252467
vashi,1395.05,2.4597701149425286,3.0,6,9.0,7.6,1,0,13586188
vashi,1771.53,3,4.0,29,36.0,3.1,0,1,22846589
nerul,1724.13,4,2.0,4,1.0,16.4,1,0,28643735
ulwe,818.77,2,2.0,2,24.0,13.8,0,1,8325569
airoli,1442.18,3,2.5295887662988967,9,37.0,11.2,1,0,19998092
kharghar,1033.55,2,2.5295887662988967,34,17.0,3.8,0,0,15935413
vashi,300.49,2,3.0,16,26.0,2.0,0,0,4491682
panvel,1812.3,3,3.0,28,10.0,1.2,1,0,28426983
cbd belapur,697.99,3,1.0,29,3.0,12.4,0,1,7147122
airoli,454.47,1,3.0,26,25.0,15.2,0,0,6638668
panvel,908.63,2.4597701149425286,2.0,0,8.0,0.6,1,0,12005278
vashi,415.29,3,3.0,31,18.0,7.0,0,0,7147217
panvel,521.64,2,2.5295887662988967,20,30.0,10.9,0,0,9047974
ghansoli,1432.33,2.4597701149425286,3.0,6,27.0,2.4,0,1,21778004
kharghar,939.77,2,4.0,22,21.0,2.6,0,1,11029923
airoli,992.89,1,3.0,2,15.0,5.0,0,0,18112371
nerul,1388.97,2,1.0,1,11.0,12.0,0,1,20392595
belapur,892.54,4,1.0,30,34.0,7.0,1,0,19382457
nerul,1328.15,2.4597701149425286,1.0,10,20.0,15.6,1,0,15299529
airoli,629.27,1,1.0,29,19.846280312371558,16.3,0,1,10000083
belapur,1029.8,2,1.0,15,24.0,20.0,0,0,11933625
airoli,503.14,4,4.0,27,35.0,1.9,0,0,10699137
airoli,1233.03,2.4597701149425286,4.0,8,32.0,5.8,1,0,18195772
cbd belapur,971.74,2,4.0,16.55400254129606,10.0,21.7,0,0,16516603
belapur,1020.11,4,1.0,34,37.0,0.0,0,1,17885665
nerul,925.26,2,2.0,30,32.0,13.1,1,1,12779946
kharghar,1167.08,2,1.0,31,6.0,1.8,1,1,22026566
airoli,602.62,4,2.5295887662988967,0,37.0,3.9,0,0,11533528
ulwe,847.9,1,4.0,5,9.0,9.5,1,1,8460770
belapur,583.47,2.4597701149425286,2.0,34,14.0,3.0,1,1,10696485
nerul,72.25,1,4.0,12,6.0,17.6,0,0,1449768
airoli,713.01,4,3.0,28,12.0,7.8,0,0,13140728
airoli,1370.88,1,4.0,10,14.0,8.6,0,1,24638015
nerul,1213.86,4,3.0,3,34.0,14.5,1,0,19263591
belapur,1004.23,3,4.0,12,4.0,12.4,0,0,17200697
ulwe,1557.71,1,2.5295887662988967,24,6.0,11.1,1,0,26956671
airoli,1107.11,3,2.5295887662988967,8,4.0,1.5,1,0,19009044
cbd belapur,897.15,1,2.0,16,5.0,4.9,0,1,11426212
ghansoli,816.06,3,2.5295887662988967,23,10.0,19.9,0,0,12095223
airoli,1017.88,1,1.0,6,30.0,3.8,1,1,15702368
ghansoli,1109.26,2.4597701149425286,2.5295887662988967,7,39.0,7.7,0,1,12014217
panvel,1150.33,2.4597701149425286,3.0,16,2.0,2.7,1,0,16788503
panvel,269.6,2.4597701149425286,2.0,25,16.0,5.6,0,1,4121862
panvel,1156.51,2,2.0,4,16.0,0.2,0,1,15387424
kharghar,1632.93,1,2.5295887662988967,18,23.0,3.4,0,0,21108639
panvel,992.98,1,1.0,3,9.0,10.3,0,0,12044792
kharghar,916.49,2,4.0,11,19.846280312371558,21.5,1,0,16777582
nerul,919.68,2,2.0,8,31.0,13.8,0,0,13320655
airoli,1227.48,3,3.0,24,3.0,17.5,1,0,17104189
panvel,956.32,2,4.0,6,10.0,7.5,0,0,14627866
panvel,658.13,2,2.5295887662988967,10,27.0,1.9,0,1,5835196
cbd belapur,904.08,3,4.0,10,12.0,11.4,0,1,13724075
panvel,1348.82,2,3.0,3,10.0,14.8,0,1,15975419
panvel,1126.85,3,1.0,26,4.0,9.5,0,0,18169020
kharghar,564.5,2.4597701149425286,2.5295887662988967,32,31.0,23.5,0,1,8765421
vashi,947.84,1,4.0,9,4.0,14.2,1,0,12617269
airoli,768.3,2.4597701149425286,2.0,3,26.0,7.9,1,0,8579568
airoli,1511.98,2,4.0,25,39.0,5.1,1,0,20257225
kharghar,1614.44,1,4.0,30,4.0,16.5,0,0,20988776
belapur,1373.0,3,1.0,6,33.0,10.2,0,0,15577033
cbd belapur,1052.78,2,3.0,4,17.0,8.7,1,0,14461791
panvel,1218.68,3,1.0,14,5.0,4.6,1,0,19701814
ulwe,828.9,2,4.0,11,36.0,10.1,0,1,9604957
panvel,337.39,2,2.0,11,2.0,14.9,0,1,4968386
vashi,730.73,3,2.0,4,15.0,7.2,1,0,11433181
nerul,1866.76,4,4.0,16.55400254129606,15.0,19.2,1,0,34131825
ghansoli,422.3,1,3.0,22,29.0,6.8,0,0,7357667
airoli,705.99,2,4.0,24,15.0,12.1,0,1,6292317
cbd belapur,866.97,4,3.0,19,34.0,15.9,1,0,13072748
ghansoli,1196.8,3,4.0,9,19.0,12.1,0,0,19469068
nerul,1152.46,2.4597701149425286,2.5295887662988967,12,9.0,1.7,0,0,17149124
cbd belapur,1199.65,2,3.0,12,28.0,11.8,1,0,12610152
kharghar,1235.08,1,1.0,30,18.0,3.3,0,1,22063098
kharghar,796.08,3,4.0,32,25.0,9.7,0,1,13561257
cbd belapur,255.79,2,2.0,28,36.0,15.3,1,0,2525332
belapur,817.69,3,1.0,9,16.0,4.9,0,0,16255538
nerul,1011.53,4,1.0,34,20.0,12.6,0,0,16412597
cbd belapur,667.33,2,1.0,18,11.0,12.3,0,0,6264605
cbd belapur,1225.88,1,1.0,4,5.0,5.0,0,1,13893062
vashi,697.66,2,1.0,2,17.0,10.6,0,0,9568495
nerul,947.15,2.4597701149425286,2.0,0,28.0,9.1,1,0,13073207
kharghar,899.55,1,2.5295887662988967,5,9.0,13.8,0,1,12518477
airoli,928.7,2.4597701149425286,1.0,21,29.0,2.1,1,0,12422844
panvel,1197.88,3,2.0,24,15.0,4.8,1,0,20795194
airoli,1794.53,4,4.0,28,2.0,12.1,1,1,26899392
ulwe,947.52,2,2.0,4,30.0,10.4,1,0,11331173
ghansoli,521.58,2,1.0,0,20.0,2.3,1,0,9017111
ulwe,1040.14,4,1.0,8,8.0,4.8,1,1,20693934
vashi,1081.8,4,4.0,31,8.0,1.1,0,0,14085805
nerul,840.94,2,3.0,8,21.0,20.1,1,0,16511752
ghansoli,594.74,4,2.5295887662988967,33,19.0,6.2,0,1,9048559
vashi,66.9,2,2.5295887662988967,7,6.0,6.7,0,0,-313761
nerul,778.37,4,2.0,11,13.0,6.5,0,0,11832184
belapur,638.53,4,3.0,31,5.0,19.1,1,0,9864072
panvel,232.43,2.4597701149425286,1.0,29,25.0,4.6,1,0,1840185
panvel,342.33,4,3.0,2,26.0,8.0,1,0,5574371
cbd belapur,470.06,1,1.0,6,36.0,6.2,1,0,7590807
airoli,1191.48,2.4597701149425286,1.0,28,28.0,8.6,0,0,10426387
kharghar,1038.23,4,3.0,23,33.0,8.5,0,0,20702980
panvel,752.74,3,2.5295887662988967,10,28.0,14.3,0,1,9104919
ulwe,876.74,2,2.0,32,6.0,5.9,0,0,11968446
belapur,247.8,2,4.0,13,12.0,10.7,0,1,4716255
airoli,538.93,4,4.0,1,31.0,15.6,1,1,9183983
nerul,980.99,3,2.5295887662988967,1,19.0,17.1,0,1,17000072
belapur,1771.8,2,4.0,7,29.0,2.4,0,0,16392363
airoli,487.22,4,1.0,12,33.0,9.9,1,0,5883673
vashi,822.74,2.4597701149425286,4.0,26,33.0,11.6,0,0,11571300
ghansoli,565.95,1,1.0,25,14.0,8.9,0,1,8575613
cbd belapur,961.7,2.4597701149425286,1.0,14,14.0,6.4,0,0,14634228
nerul,1303.24,2,4.0,16.55400254129606,27.0,7.5,0,1,17561010
nerul,901.03,2,2.0,21,21.0,2.5,0,0,12894406
belapur,620.59,2,1.0,31,21.0,7.8,0,0,9125178
vashi,573.15,1,2.5295887662988967,10,39.0,1.3,1,0,10375304
panvel,687.22,2.4597701149425286,2.5295887662988967,0,30.0,5.7,0,0,6323513
airoli,677.58,2.4597701149425286,2.5295887662988967,19,21.0,14.0,0,1,9616752
ghansoli,1427.32,2.4597701149425286,4.0,1,14.0,2.0,0,0,14898048
kharghar,645.03,2,2.5295887662988967,27,22.0,3.4,1,0,7460324
panvel,972.29,2,2.5295887662988967,33,28.0,14.6,1,1,13630587
vashi,3430.9657487994687,2.4597701149425286,2.5295887662988967,2,28.0,10.0,0,0,50507091.96410894
panvel,973.88,2,1.0,7,35.0,8.6,1,1,17643264
ulwe,948.9,4,2.5295887662988967,14,20.0,8.1,1,1,19454550
kharghar,1150.37,1,1.0,17,29.0,2.1,0,0,21995843
nerul,976.01,3,3.0,23,39.0,12.9,1,0,15362826
vashi,1326.47,4,1.0,8,19.846280312371558,9.2,1,0,22643845
ghansoli,1096.91,1,2.0,10,33.0,19.0,0,0,10423907
ghansoli,1619.03,2,2.0,18,17.0,10.5,1,0,23533099
ghansoli,615.1,2.4597701149425286,1.0,25,9.0,4.4,0,1,9837310
kharghar,1276.92,2,1.0,32,33.0,13.7,1,0,16974038
ghansoli,733.41,1,4.0,24,18.0,7.4,0,1,12215742
kharghar,759.51,4,3.0,9,9.0,13.2,1,1,14594325
panvel,1636.36,2,1.0,5,1.0,7.4,0,0,30987241
vashi,1229.48,2,4.0,22,17.0,8.2,1,0,13180090
airoli,696.29,2.4597701149425286,2.0,14,4.0,6.6,0,0,11346606
ghansoli,2197.07,3,1.0,6,26.0,7.9,1,0,26024688
kharghar,447.96,2,3.0,29,32.0,5.9,0,0,8636409
ulwe,859.68,2,1.0,30,23.0,16.6,1,0,12209499
kharghar,1714.8,4,2.0,1,38.0,15.0,0,1,28035990
panvel,1463.62,4,2.0,31,4.0,13.2,1,1,18685421
airoli,1015.8,4,4.0,16,10.0,6.6,0,0,17296371
panvel,1020.22,3,2.0,29,4.0,10.5,0,0,11812385
kharghar,1148.69,2.4597701149425286,3.0,15,15.0,7.2,0,1,17349709
airoli,875.3,1,2.5295887662988967,25,11.0,6.0,0,0,13849103
kharghar,967.63,2,2.0,9,39.0,3.0,0,1,14953121
cbd belapur,924.09,3,2.5295887662988967,14,15.0,8.6,0,0,11745112
vashi,1370.64,2,2.0,20,39.0,2.9,0,0,18700624
nerul,15.23,4,1.0,2,2.0,2.0,0,1,-77725
airoli,1297.38,1,2.0,11,10.0,19.6,0,0,19028875
ulwe,1806.55,2,2.0,4,3.0,3.5,0,0,19994513
ghansoli,1040.02,1,1.0,7,34.0,8.4,1,1,13174967
cbd belapur,979.33,2,3.0,7,19.846280312371558,13.8,1,1,14574302
cbd belapur,1664.7,4,2.0,24,19.846280312371558,6.4,1,0,27621352
belapur,1542.67,2,1.0,6,14.0,19.8,0,0,23564861
panvel,977.01,1,2.0,6,25.0,0.5,1,0,14763486
ghansoli,94.4,2.4597701149425286,1.0,24,8.0,6.8,0,0,1514137
kharghar,939.86,1,4.0,15,15.0,4.5,1,1,13674751
ulwe,1082.28,3,3.0,24,24.0,2.2,1,0,16316882
vashi,438.79,2.4597701149425286,1.0,29,23.0,1.9,1,0,6199905
airoli,1207.72,4,2.5295887662988967,2,1.0,8.9,0,1,15703121
panvel,1730.34,3,1.0,10,12.0,9.6,1,0,22806689
vashi,644.7,2,1.0,0,14.0,2.8,1,0,8518248
vashi,1117.3,3,2.0,16.55400254129606,21.0,10.4,0,0,17528005
cbd belapur,854.45,2,4.0,25,32.0,3.0,1,0,10996824
nerul,530.7,3,2.5295887662988967,7,2.0,6.6,0,1,8625264
kharghar,846.73,4,4.0,1,3.0,11.1,0,0,17826866
belapur,1816.0,2,2.5295887662988967,25,3.0,16.7,0,1,28570523
kharghar,1111.06,3,2.5295887662988967,27,31.0,5.2,0,1,20135330
ghansoli,1019.01,2,1.0,30,33.0,11.1,0,0,17886791
kharghar,1832.59,1,1.0,13,28.0,8.5,1,1,26022645
kharghar,125.13,2,2.0,29,1.0,1.3,1,1,2387440
airoli,1049.75,4,3.0,25,30.0,7.9,0,0,20075630
cbd belapur,536.51,2,2.5295887662988967,28,23.0,6.4,0,1,7241877
cbd belapur,861.63,4,3.0,15,14.0,9.1,0,1,17267180
belapur,1359.01,4,1.0,18,22.0,0.4,1,0,14116021
belapur,544.67,2.4597701149425286,4.0,7,19.0,12.2,0,0,8244364
ulwe,1350.05,2.4597701149425286,4.0,2,4.0,22.6,0,0,19976846
ulwe,700.94,2,4.0,9,39.0,9.2,1,0,7693488
kharghar,714.17,2.4597701149425286,2.5295887662988967,18,5.0,0.2,0,0,9006164
airoli,1321.9,1,4.0,33,19.0,5.4,0,0,14654309
panvel,1396.96,2.4597701149425286,1.0,34,38.0,16.7,1,0,15834661
kharghar,721.7,2,3.0,7,19.0,3.0,1,0,12030113
panvel,1167.44,2,2.5295887662988967,16.55400254129606,15.0,5.8,0,1,14068552
kharghar,773.9,2,1.0,10,24.0,15.7,0,1,11597211
panvel,937.84,1,2.5295887662988967,24,4.0,13.6,1,0,12178069
airoli,1112.82,2.4597701149425286,1.0,16.55400254129606,34.0,2.2,1,1,17382330
panvel,843.34,2,2.5295887662988967,10,25.0,5.4,0,0,14881260
nerul,1295.24,1,3.0,28,28.0,0.6,1,1,20549134
nerul,1000.73,3,1.0,16.55400254129606,14.0,5.8,0,1,11566212
airoli,636.1,4,2.5295887662988967,5,14.0,5.8,0,0,12403740
kharghar,379.55,4,3.0,17,13.0,9.7,0,1,4910119
ghansoli,957.53,2,1.0,22,21.0,1.0,0,1,10130908
panvel,1165.37,4,3.0,16.55400254129606,18.0,12.3,0,1,14133629
nerul,1102.15,2,2.5295887662988967,16,32.0,6.9,1,0,18988005
panvel,1418.66,3,2.5295887662988967,5,8.0,5.8,0,0,17260353
ghansoli,1219.71,2.4597701149425286,4.0,24,22.0,7.3,0,0,13148185
nerul,917.63,4,3.0,1,9.0,7.3,1,1,11774141
kharghar,347.88,4,3.0,11,2.0,10.5,1,0,5694908
ulwe,472.18,2.4597701149425286,4.0,11,12.0,3.0,1,0,7131081
airoli,1278.39,2,4.0,11,11.0,8.7,1,0,18343743
airoli,854.2,2,1.0,25,28.0,10.5,0,0,12578675
